T	1	1	.5033173E+07	9005901E+00	.3571E+06	.4935E+06	.9899134	.1011227	.0992254
T	2	1	.5943022E+07	9005901E+00	-.4578E+06	.3294E+06	.9848201	-.1222315	.1232427
T	3	1	.4842353E+07	9005901E+00	.8240E+05	-.1374E+06	.9907826	-.0540709	-.1242019
T	4	1	.4271118E+07	9005900E+00	.4986E+06	-.1251E+05	.9783279	.0728188	-.1938350
T	5	1	.5541451E+07	9005902E+00	.4220E+06	.1736E+06	.9930821	.1156749	.0201810
T	6	1	.5761779E+07	9005902E+00	.2283E+06	.4108E+06	.9998715	.0133593	-.0088555
T	7	1	.5428935E+07	9005901E+00	.1183E+06	-.5577E+06	.9953870	-.0932521	.0225571
T	8	1	.4503853E+07	9005900E+00	.1110E+07	-.8326E+06	.9401720	.3273866	-.0943112
T	9	1	.5079717E+07	9005902E+00	.5708E+06	-.2604E+05	.9886527	.1447457	-.0401810
T	10	1	.5709698E+07	9005901E+00	-.1033E+06	-.9390E+05	.9860711	-.0662462	-.1525623
T	11	1	.5373130E+07	9005901E+00	-.1615E+05	.4243E+06	.9927116	.0535967	.1079399
T	12	1	.5901520E+07	9005900E+00	.5678E+06	.1569E+06	.9978400	.0393934	.0525683
T	13	1	.5089949E+07	9005901E+00	-.3821E+05	.1370E+06	.9965953	.0273765	.0777706
T	14	1	.5655146E+07	9005900E+00	-.2059E+06	-.3886E+06	.9992678	-.0085870	-.0372836
T	15	1	.5486161E+07	9005901E+00	.3434E+06	-.6117E+06	.9771818	.0946035	-.1901734
T	16	1	.4633444E+07	9005902E+00	.4245E+06	-.1855E+06	.9972861	.0600460	.0426009
T	17	1	.4986365E+07	9005901E+00	.4256E+06	-.3371E+06	.9649815	.1961090	-.1742183
T	18	1	.4937105E+07	9005902E+00	-.1273E+06	-.1380E+06	.9987637	-.0111493	-.0484430
T	19	1	.4951541E+07	9005902E+00	.5730E+06	.1721E+07	.9065552	.2195618	.3604861
T	20	1	.5470910E+07	9005901E+00	-.3301E+06	.3498E+06	.9815837	-.1369111	.1332246
T	21	1	.5459643E+07	9005902E+00	-.3790E+06	.1835E+06	.9982034	-.0351720	.0485076
T	22	1	.4841055E+07	9005902E+00	-.1525E+06	-.3741E+06	.9767900	-.1597027	-.1427455
T	23	1	.4963270E+07	9005901E+00	.9066E+06	-.1004E+07	.9916861	.1286207	.0039266
T	24	1	.5931525E+07	9005900E+00	.6354E+06	-.2070E+06	.9890978	.1442113	.0298115
T	25	1	.5892375E+07	9005900E+00	-.1807E+06	.7430E+06	.9783961	-.0339118	.2039391
T	26	1	.5286435E+07	9005902E+00	-.2329E+06	.1250E+06	.9950958	-.0080794	.0985853
T	27	1	.5463433E+07	9005901E+00	-.4933E+06	.1452E+06	.9998157	.0178875	.0069660
T	28	1	.5376369E+07	9005900E+00	-.3806E+06	-.3396E+06	.9974313	-.0704188	-.0131118
T	29	1	.4307667E+07	9005900E+00	-.2910E+05	-.7247E+06	.9966411	-.0370327	-.0730411
T	30	1	.4932979E+07	9005902E+00	-.1197E+07	-.8847E+06	.9668995	-.1440468	-.2106083
T	31	1	.5812943E+07	9005902E+00	.2911E+06	.3160E+06	.9962154	.0838346	.0229472
T	32	1	.5011366E+07	9005902E+00	-.8238E+06	.4449E+06	.9771039	-.1179341	.1770862
T	33	1	.4562040E+07	9005901E+00	.5751E+05	.1238E+06	.9021800	.2859187	.3229887
T	34	1	.5415985E+07	9005901E+00	-.1135E+06	.1866E+06	.9980781	-.0548582	-.0288233
T	35	1	.5986196E+07	9005902E+00	-.2915E+06	.1215E+05	.9924429	-.1178706	.0341104
T	36	1	.5266851E+07	9005902E+00	.3672E+04	-.1780E+06	.9867388	-.1541588	-.0508098
T	37	1	.5234366E+07	9005901E+00	.1195E+06	-.6492E+06	.9933986	-.0361381	-.1088730
T	38	1	.5445047E+07	9005902E+00	.5351E+06	.1132E+07	.9863641	.1343047	-.0951218
T	39	1	.5162013E+07	9005902E+00	-.1279E+07	-.5950E+05	.9829137	-.1810438	.0332226
T	40	1	.5319291E+07	9005900E+00	-.3337E+05	-.3950E+06	.9923815	-.0572037	-.1091177
T	41	1	.5686096E+07	9005902E+00	-.2804E+06	.1014E+06	.9954267	-.0878481	.0375287
T	42	1	.5101413E+07	9005901E+00	-.6961E+05	.1856E+06	.9921221	-.0622110	.1087357
T	43	1	.5360342E+07	9005902E+00	.5273E+05	.1519E+06	.9951523	-.0439017	-.0880034
T	44	1	.5817054E+07	9005902E+00	-.9572E+05	-.2712E+06	.9975655	-.0467343	.0517581
T	45	1	.5635771E+07	9005900E+00	.5118E+05	.5095E+06	.9927519	-.0126218	.1195172
T	46	1	.5563809E+07	9005901E+00	-.6882E+06	.2226E+06	.9546669	-.2976347	-.0049748
T	47	1	.5943882E+07	9005900E+00	.9857E+06	.4745E+06	.9458867	.2739582	.1739114
T	48	1	.5745581E+07	9005901E+00	.6159E+06	-.2139E+06	.9974561	.0702821	-.0119079
T	49	1	.5252668E+07	9005902E+00	-.4940E+06	.8780E+05	.9847924	-.1673736	.0465840
T	50	1	.5080076E+07	9005901E+00	-.1653E+06	-.7545E+06	.8145042	-.1875203	-.5490165
T	51	1	.5284575E+07	9005902E+00	-.5085E+05	.6002E+06	.9911145	-.0420239	.1261985
T	52	1	.5371785E+07	9005902E+00	-.3427E+06	.4651E+06	.9935158	-.0495806	.1023134
T	53	1	.4839907E+07	9005900E+00	.7790E+06	.3938E+06	.9770256	.1082379	.1835905
T	54	1	.6301818E+07	9005901E+00	-.2717E+06	.1019E+06	.9851458	-.1586707	.0656611
T	55	1	.4859836E+07	9005900E+00	.1835E+06	-.4276E+05	.9975850	.0692486	.0053670
T	56	1	.5207313E+07	9005901E+00	.2356E+06	.7018E+05	.9921208	.1233297	.0220462
T	57	1	.4980334E+07	9005902E+00	-.1713E+06	.1454E+06	.9996645	.0160364	-.0203402
T	58	1	.5180854E+07	9005902E+00	.4117E+05	-.2766E+06	.9898807	.1185057	-.0780550
T	59	1	.5319026E+07	9005901E+00	-.3598E+06	-.1025E+06	.9841754	-.1426504	-.1051177
T	60	1	.5233227E+07	9005900E+00	.4105E+06	.5296E+06	.9769186	.1711999	.1277522
T	61	1	.4667013E+07	9005902E+00	.4619E+06	-.1232E+06	.9949899	.0978862	.0203301
T	62	1	.5762871E+07	9005900E+00	.6038E+06	-.9141E+06	.9896009	-.0000526	-.1438406
T	63	1	.5832061E+07	9005902E+00	-.5422E+06	.3275E+05	.9875259	-.1563884	.0183128
T	64	1	.5416866E+07	9005902E+00	.5053E+05	-.3579E+06	.9984980	-.0326382	-.0440065
T	65	1	.5935426E+07	9005900E+00	.2364E+06	-.2047E+06	.9948473	.0036273	-.1013201
T	66	1	.5608662E+07	9005901E+00	.4554E+06	.1133E+06	.9948111	.1007219	.0143493
T	67	1	.5235143E+07	9005900E+00	-.5736E+06	.1708E+06	.9953630	-.0961795	.0014342
T	68	1	.5898805E+07	9005902E+00	-.4035E+06	-.2218E+06	.9865903	-.1631669	-.0040183
T	69	1	.5663730E+07	9005900E+00	-.1555E+06	.1172E+06	.9978349	-.0158511	.0638303
T	70	1	.5451212E+07	9005902E+00	.6757E+05	-.4128E+06	.9990758	-.0429289	.0021422
T	71	1	.5461572E+07	9005901E+00	.3108E+06	.1228E+05	.9883961	.1262502	.0844629
T	72	1	.5319622E+07	9005900E+00	.8809E+04	.2091E+06	.9795670	-.0941089	.1777415
T	73	1	.5498704E+07	9005901E+00	.1849E+06	-.2238E+06	.9809345	.1942923	-.0042503
T	74	1	.5665641E+07	9005902E+00	.4463E+06	.3280E+05	.9966460	.0685977	-.0446221
T	75	1	.4826269E+07	9005901E+00	-.1359E+07	-.4766E+06	.9624767	-.2146695	-.1659989
T	76	1	.4959330E+07	9005902E+00	.2771E+06	-.7595E+06	.9721312	.2022612	-.1185381
T	77	1	.5475279E+07	9005902E+00	.2114E+06	.6710E+06	.9979630	-.0286998	.0569760
T	78	1	.3907303E+07	9005901E+00	-.1500E+07	.3216E+06	.9663784	-.2569017	.0106924
T	79	1	.5526914E+07	9005901E+00	.1847E+06	.4476E+06	.9890812	.0690024	.1302195
T	80	1	.5337639E+07	9005902E+00	-.2936E+06	.1855E+06	.9983520	.0315239	.0479527
T	81	1	.5425732E+07	9005901E+00	-.2560E+06	-.1380E+06	.9989595	.0428331	.0156604
T	82	1	.5397057E+07	9005902E+00	-.2364E+06	-.3161E+06	.9974199	.0089621	-.0712260
T	83	1	.5828182E+07	9005901E+00	-.5661E+05	.1476E+06	.9996330	-.0214687	-.0165229
T	84	1	.5741582E+07	9005902E+00	.3050E+06	.4111E+06	.9911272	.0953528	.0925996
T	85	1	.4878841E+07	9005901E+00	.4818E+06	.1054E+05	.9975206	-.0444713	-.0545434
T	86	1	.5894749E+07	9005902E+00	.4339E+06	-.5378E+05	.9977230	.0610814	-.0285993
T	87	1	.5291192E+07	9005901E+00	-.2448E+06	.4193E+06	.9736350	-.0869181	.2109032
T	88	1	.5573036E+07	9005902E+00	.2043E+06	-.3215E+06	.9851520	.1542356	-.0754113
T	89	1	.5732398E+07	9005901E+00	-.2231E+06	.2257E+06	.9969387	-.0714080	.0318454
T	90	1	.5365986E+07	9005902E+00	-.2774E+06	.9010E+05	.9934357	-.1096022	.0327537
T	91	1	.5437429E+07	9005901E+00	-.3428E+06	-.4081E+05	.9960864	-.0519687	-.0714926
T	92	1	.5924190E+07	9005901E+00	.1348E+05	.4701E+06	.9831856	-.0160903	.1818990
T	93	1	.5156172E+07	9005901E+00	-.2920E+06	.5389E+06	.9732949	.0385891	.2262919
T	94	1	.5055398E+07	9005902E+00	.3344E+06	.4740E+06	.9885795	.1181486	.0935494
T	95	1	.5446942E+07	9005902E+00	.3833E+06	-.1860E+06	.9786453	.1735418	-.1101661
T	96	1	.5374841E+07	9005902E+00	.2025E+06	-.1008E+06	.9797232	.1788250	.0903547
T	97	1	.5195258E+07	9005902E+00	-.6070E+06	.1077E+06	.9973586	-.0724650	.0049611
T	98	1	.5009158E+07	9005902E+00	-.1161E+06	-.1097E+06	.9860761	-.1183255	-.1168459
T	99	1	.5519409E+07	9005902E+00	-.5396E+05	-.8306E+05	.9978447	.0648677	-.0099019
T	100	1	.5354883E+07	9005900E+00	-.2514E+05	.4205E+06	.9995181	-.0200196	.0237237
T	101	1	.5788042E+07	9005901E+00	.7676E+05	.4507E+06	.9971091	.0376509	.0659984
