============================== SRIM-2013.00 ==============================
==============================================================================
===== TRIMOUT.txt: File of Transmitted / Backscattered / Sputtered Atoms =====
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  H(20 MeV) ==> Layer 1( 1.92 mm) ==========================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T 8978  1 .4494610E+07   1922000E+01  .3032E+06 -.1141E+06   .9850015 -.1013647  .1396322
T 8979  1 .5223790E+07   1922000E+01 -.4788E+05 -.1871E+06   .9996855 -.0067139 -.0241620
T 8980  1 .5073204E+07   1922000E+01  .4594E+06 -.5024E+05   .9974506 -.0405386  .0587268
T 8981  1 .4647047E+07   1922000E+01 -.2133E+06 -.1272E+06   .9963013 -.0826150  .0236305
T 8982  1 .4553177E+07   1922000E+01 -.1692E+06 -.5814E+05   .9998157  .0093658 -.0167594
T 8983  1 .4413680E+07   1922000E+01  .4752E+05 -.1784E+06   .9989807  .0091595 -.0441995
T 8984  1 .5362749E+07   1922000E+01 -.2450E+06  .8481E+05   .9984670 -.0508555  .0218496
T 8985  1 .4750094E+07   1922000E+01  .4601E+06 -.4544E+06   .9980748 -.0049329 -.0618259
T 8986  1 .5426487E+07   1922000E+01  .1278E+06  .2903E+06   .9998570  .0003157  .0169086
T 8987  1 .4935517E+07   1922000E+01 -.2658E+06 -.3002E+05   .9997289 -.0228615  .0044087
T 8988  1 .5030780E+07   1922000E+01  .5626E+05  .2842E+06   .9944464 -.0415945  .0966759
T 8989  1 .5981663E+07   1922000E+01  .2017E+06  .2750E+06   .9997917  .0106511  .0174120
T 8990  1 .5356624E+07   1922000E+01  .1441E+06  .1808E+05   .9997463  .0222745 -.0033497
T 8991  1 .5442746E+07   1922000E+01  .2934E+06 -.1324E+06   .9999872  .0021526  .0045887
T 8992  1 .5328434E+07   1922000E+01  .1988E+06  .3436E+05   .9998964  .0135353  .0048915
T 8993  1 .4886561E+07   1922000E+01  .5697E+06 -.3415E+06   .9951341  .0940696  .0293106
T 8994  1 .5541941E+07   1922000E+01 -.2342E+06 -.4999E+06   .9968054 -.0083028 -.0794353
T 8995  1 .4733819E+07   1922000E+01 -.6686E+05 -.1283E+06   .9964557 -.0133488 -.0830538
T 8996  1 .4967149E+07   1922000E+01  .1781E+05 -.3737E+06   .9998702 -.0131899 -.0092557
T 8997  1 .5298671E+07   1922000E+01  .7685E+06 -.2517E+06   .9951447  .0734706 -.0654917
T 8998  1 .5726105E+07   1922000E+01  .3760E+05 -.1707E+06   .9999368  .0063957 -.0092507
T 8999  1 .5156162E+07   1922000E+01 -.3834E+05 -.4570E+06   .9998981 -.0140119  .0027368
T 9000  1 .4958634E+07   1922000E+01  .9087E+04 -.1029E+06   .9980540 -.0518151 -.0346897
T 9001  1 .4930210E+07   1922000E+01  .1917E+06  .2808E+06   .9994810  .0272861  .0171260
T 9002  1 .5431036E+07   1922000E+01 -.4209E+05  .6868E+06   .9986858  .0089188  .0504698
T 9003  1 .5183173E+07   1922000E+01  .3307E+06  .1171E+06   .9999285 -.0038557  .0113151
T 9004  1 .4643046E+07   1922000E+01  .2808E+04 -.4088E+06   .9984194  .0154310 -.0540421
T 9005  1 .5040610E+07   1922000E+01  .4700E+05  .3506E+05   .9998279 -.0098300 -.0157319
T 9006  1 .4742963E+07   1922000E+01 -.1162E+06  .2490E+06   .9986339 -.0013960  .0522331
T 9007  1 .5275631E+07   1922000E+01  .4114E+05 -.3923E+06   .9992455  .0135560 -.0363973
T 9008  1 .4513943E+07   1922000E+01  .5466E+05  .4126E+05   .9991269  .0142013  .0392918
T 9009  1 .4540820E+07   1922000E+01 -.2740E+06  .1531E+06   .9949790 -.0799471  .0602101
T 9010  1 .4758383E+07   1922000E+01 -.6182E+05 -.1288E+06   .9990367 -.0325869 -.0293907
T 9011  1 .5477193E+07   1922000E+01  .9561E+05 -.4268E+05   .9995886 -.0137292  .0251841
T 9012  1 .4537560E+07   1922000E+01 -.1578E+05 -.3865E+06   .9967225  .0443690 -.0676438
T 9013  1 .5184335E+07   1922000E+01 -.3407E+06  .9403E+05   .9996450 -.0211832  .0161596
T 9014  1 .5392223E+07   1922000E+01 -.3898E+06  .1648E+05   .9984288 -.0466807  .0309989
T 9015  1 .4159275E+07   1922000E+01 -.7194E+05  .2240E+06   .9974370 -.0020168  .0715223
T 9016  1 .4573624E+07   1922000E+01  .3597E+06 -.2223E+06   .9995473  .0257711 -.0155270
T 9017  1 .5197742E+07   1922000E+01  .1070E+07 -.2083E+06   .9979655  .0634859 -.0058633
T 9018  1 .4710491E+07   1922000E+01 -.9062E+05  .3591E+06   .9941657 -.0784213  .0740580
T 9019  1 .5203019E+07   1922000E+01  .4483E+05 -.1207E+05   .9999802  .0058015  .0024460
T 9020  1 .5049562E+07   1922000E+01 -.9839E+05 -.5319E+06   .9982785 -.0423723 -.0405532
T 9021  1 .4899426E+07   1922000E+01  .1993E+06 -.3873E+06   .9990344  .0192902 -.0394747
T 9022  1 .4159492E+07   1922000E+01 -.8417E+05 -.2194E+06   .9969385 -.0240016 -.0744146
T 9023  1 .5166490E+07   1922000E+01  .1084E+06 -.7193E+05   .9983155  .0481754 -.0323305
T 9024  1 .5395424E+07   1922000E+01 -.1437E+06 -.5420E+06   .9980360  .0003423 -.0626427
T 9025  1 .5174445E+07   1922000E+01  .4258E+06 -.7462E+05   .9977162  .0675232 -.0017067
T 9026  1 .5702843E+07   1922000E+01 -.4192E+06 -.3999E+06   .9976645 -.0581363 -.0358558
T 9027  1 .4885293E+07   1922000E+01  .5875E+06 -.4103E+06   .9989388  .0391215 -.0243046
T 9028  1 .5940613E+07   1922000E+01  .2769E+06  .9178E+05   .9995360  .0300048 -.0052448
T 9029  1 .5427648E+07   1922000E+01 -.4576E+06  .2588E+06   .9969373 -.0739016  .0255862
T 9030  1 .6191290E+07   1922000E+01 -.5247E+05 -.7241E+05   .9999336 -.0113137 -.0022061
T 9031  1 .5090917E+07   1922000E+01 -.2232E+06 -.1852E+06   .9989857  .0169324 -.0417249
T 9032  1 .5340131E+07   1922000E+01  .4029E+05  .4138E+06   .9981491  .0189342  .0577920
T 9033  1 .4648296E+07   1922000E+01  .2011E+06  .4021E+05   .9979182 -.0566902  .0307498
T 9034  1 .4684550E+07   1922000E+01 -.3742E+05  .2280E+06   .9996334 -.0144507  .0228952
T 9035  1 .4915722E+07   1922000E+01 -.5633E+06  .1627E+06   .9930750 -.1171986  .0081587
T 9036  1 .5350217E+07   1922000E+01 -.8892E+05  .1641E+06   .9996391 -.0003513  .0268616
T 9037  1 .5191055E+07   1922000E+01 -.4868E+06  .4577E+06   .9972455 -.0387785  .0632266
T 9038  1 .4352746E+07   1922000E+01  .2971E+06  .1535E+06   .9996920  .0133789  .0209001
T 9039  1 .4490046E+07   1922000E+01 -.2089E+06 -.1586E+06   .9990804 -.0119326 -.0411831
T 9040  1 .5673643E+07   1922000E+01  .3428E+06 -.6762E+05   .9990724  .0314466 -.0294178
T 9041  1 .5185330E+07   1922000E+01 -.1634E+06 -.2883E+06   .9992460  .0242774 -.0302996
T 9042  1 .4893862E+07   1922000E+01  .3302E+06 -.2656E+06   .9970892  .0680405 -.0344031
T 9043  1 .4257675E+07   1922000E+01 -.6405E+06 -.2051E+06   .9954464 -.0919923  .0249767
T 9044  1 .5380062E+07   1922000E+01  .2135E+06 -.5479E+06   .9965804  .0065722 -.0823664
T 9045  1 .4652597E+07   1922000E+01 -.8860E+05  .6837E+06   .9976089 -.0550514  .0417823
T 9046  1 .5708485E+07   1922000E+01 -.3119E+06  .4479E+06   .9969939 -.0661388  .0403599
T 9047  1 .4379933E+07   1922000E+01 -.8681E+05 -.3437E+05   .9995137  .0304577 -.0066869
T 9048  1 .5254828E+07   1922000E+01  .5750E+06 -.2886E+06   .9990033  .0366745 -.0254452
T 9049  1 .5420523E+07   1922000E+01 -.1161E+06 -.1286E+06   .9998070 -.0167789 -.0102157
T 9050  1 .4526164E+07   1922000E+01 -.2247E+06 -.3010E+06   .9970051 -.0430511 -.0642447
T 9051  1 .5330262E+07   1922000E+01  .4387E+06  .2552E+06   .9994221  .0321503  .0110371
T 9052  1 .4821604E+07   1922000E+01 -.5350E+05  .3842E+06   .9988159 -.0474642  .0106715
T 9053  1 .5429460E+07   1922000E+01  .2671E+06 -.2499E+05   .9986269  .0508900  .0124318
T 9054  1 .4973785E+07   1922000E+01 -.2115E+06 -.5339E+05   .9995284 -.0227570 -.0206175
T 9055  1 .5125970E+07   1922000E+01  .2845E+06 -.1151E+06   .9999640  .0028153  .0080047
T 9056  1 .4450811E+07   1922000E+01 -.1929E+06 -.4262E+06   .9994461 -.0186399 -.0275695
T 9057  1 .4571662E+07   1922000E+01  .2626E+06  .4113E+06   .9999429  .0049484 -.0094705
T 9058  1 .5192826E+07   1922000E+01 -.4845E+05 -.1101E+06   .9990676  .0240699 -.0358414
T 9059  1 .4752754E+07   1922000E+01  .4265E+06 -.1071E+07   .9951504  .0718377 -.0671946
T 9060  1 .5051569E+07   1922000E+01  .7480E+06  .2101E+06   .9982704  .0517350 -.0279216
T 9061  1 .5357090E+07   1922000E+01  .1772E+06  .1668E+06   .9996308  .0107009  .0249749
T 9062  1 .5153266E+07   1922000E+01 -.3931E+06  .1988E+05   .9999734 -.0068901 -.0024033
T 9063  1 .5073150E+07   1922000E+01  .6167E+06  .9093E+06   .9944980  .0037618  .1046883
T 9064  1 .5534476E+07   1922000E+01 -.1145E+06 -.7467E+05   .9999361 -.0112849 -.0007322
T 9065  1 .4842204E+07   1922000E+01 -.1822E+06 -.1502E+06   .9997946 -.0144602 -.0141992
T 9066  1 .4844175E+07   1922000E+01  .2731E+06  .2994E+06   .9987637  .0427215  .0254156
T 9067  1 .5033397E+07   1922000E+01  .1368E+07  .1236E+07   .9928716  .1060243  .0544499
T 9068  1 .5413195E+07   1922000E+01 -.5828E+06  .7517E+05   .9998442  .0166336  .0059149
T 9069  1 .4675123E+07   1922000E+01  .3446E+06  .5938E+05   .9986078  .0495894  .0179838
T 9070  1 .5332775E+07   1922000E+01 -.9200E+06 -.1686E+06   .9996272  .0267720  .0053505
T 9071  1 .5419218E+07   1922000E+01  .6836E+06  .4891E+05   .9977660  .0644650  .0175298
T 9072  1 .5052114E+07   1922000E+01 -.7187E+05 -.5071E+06   .9947042 -.0056518 -.1026236
T 9073  1 .4859516E+07   1922000E+01  .6764E+05  .2975E+04   .9996034  .0252864  .0123972
T 9074  1 .5331702E+07   1922000E+01 -.1223E+06  .2062E+06   .9997906  .0191617  .0071757
T 9075  1 .5048422E+07   1922000E+01 -.1940E+06  .5731E+05   .9998613 -.0024231  .0164756
T 9076  1 .5180155E+07   1922000E+01 -.2376E+06  .3960E+06   .9964994 -.0421498  .0721966
T 9077  1 .5204690E+07   1922000E+01 -.7325E+05  .1569E+06   .9998881 -.0135454  .0063418
T 9078  1 .5209334E+07   1922000E+01 -.9508E+06  .3853E+06   .9968734 -.0572073  .0545038
T 9079  1 .5215802E+07   1922000E+01 -.1787E+06  .1701E+06   .9993556 -.0354318 -.0057390
T 9080  1 .5363212E+07   1922000E+01 -.2254E+06 -.9458E+05   .9996814 -.0239935 -.0078349
T 9081  1 .5928034E+07   1922000E+01 -.1641E+06 -.1210E+06   .9998064 -.0151219 -.0125893
T 9082  1 .5195016E+07   1922000E+01  .4240E+06  .3312E+06   .9969185  .0782641 -.0053154
T 9083  1 .4830745E+07   1922000E+01 -.7346E+06  .3350E+06   .9962862 -.0541718  .0669262
T 9084  1 .4642080E+07   1922000E+01 -.8294E+04  .1311E+06   .9995058  .0012013  .0314122
T 9085  1 .4940508E+07   1922000E+01  .1993E+06  .1646E+06   .9990721  .0375876 -.0210271
T 9086  1 .5052213E+07   1922000E+01  .8352E+05 -.1204E+06   .9933704  .0847191 -.0777044
T 9087  1 .4883714E+07   1922000E+01  .3951E+06 -.1399E+05   .9997869  .0194371 -.0069567
T 9088  1 .5099227E+07   1922000E+01  .3001E+06 -.2373E+05   .9986166  .0445246  .0279740
T 9089  1 .4223060E+07   1922000E+01 -.3600E+06 -.1968E+06   .9990780 -.0367881 -.0221293
T 9090  1 .4827612E+07   1922000E+01  .5461E+05 -.4042E+06   .9998497  .0173338  .0004486
T 9091  1 .4627823E+07   1922000E+01 -.3176E+05  .1184E+06   .9995276 -.0043440  .0304241
T 9092  1 .5463218E+07   1922000E+01  .2161E+06  .1542E+06   .9990196  .0183510  .0402883
T 9093  1 .4932626E+07   1922000E+01  .3831E+04 -.7400E+05   .9999913 -.0034979  .0022926
T 9094  1 .5821099E+07   1922000E+01  .2293E+06  .6061E+05   .9986493  .0506269  .0116824
T 9095  1 .4800777E+07   1922000E+01 -.7782E+06 -.2093E+06   .9888102 -.1130656 -.0973163
T 9096  1 .5010923E+07   1922000E+01 -.1598E+06  .2004E+06   .9994523 -.0017390  .0330479
T 9097  1 .4421126E+07   1922000E+01  .1554E+06 -.2900E+06   .9989691  .0438392 -.0117849
T 9098  1 .5592189E+07   1922000E+01  .2053E+06  .5084E+05   .9954987  .0875726 -.0362397
T 9099  1 .4895512E+07   1922000E+01  .6217E+06  .4294E+06   .9951285  .0745106  .0645549
T 9100  1 .5450778E+07   1922000E+01  .1194E+06 -.2091E+06   .9997789  .0172692 -.0119990
T 9101  1 .5287000E+07   1922000E+01 -.1170E+06  .4701E+05   .9997765 -.0162477 -.0135263
T 9102  1 .3769899E+07   1922000E+01  .6865E+06  .9197E+06   .8403998  .2585015  .4763456
T 9103  1 .5452034E+07   1922000E+01 -.2901E+06  .2004E+06   .9981737 -.0214908  .0564565
T 9104  1 .3786144E+07   1922000E+01 -.1332E+07  .1130E+07   .9942305 -.0942561  .0512001
T 9105  1 .5732744E+07   1922000E+01  .3146E+06  .1925E+05   .9972620  .0693140  .0257707
T 9106  1 .4355382E+07   1922000E+01  .5957E+06 -.5032E+06   .9805604  .1066335 -.1647138
T 9107  1 .5103507E+07   1922000E+01 -.2698E+06  .4916E+06   .9976363 -.0391292  .0564872
T 9108  1 .6144868E+07   1922000E+01  .9980E+05 -.3981E+06   .9998786  .0103605 -.0116376
T 9109  1 .4955851E+07   1922000E+01 -.3746E+06  .6545E+05   .9992688 -.0371853 -.0088995
T 9110  1 .6128749E+07   1922000E+01 -.2267E+06 -.6565E+05   .9996212 -.0154936 -.0227471
T 9111  1 .4944392E+07   1922000E+01  .1981E+06 -.5737E+06   .9975171  .0485904 -.0509767
T 9112  1 .5092982E+07   1922000E+01  .4300E+06  .7434E+05   .9989674  .0415609  .0183534
T 9113  1 .5061917E+07   1922000E+01  .4502E+05 -.5310E+05   .9999119  .0126258  .0041013
T 9114  1 .5123711E+07   1922000E+01 -.4040E+06  .5407E+06   .9895750 -.0412534  .1379834
T 9115  1 .5305212E+07   1922000E+01  .1066E+06 -.9159E+05   .9992953  .0355004 -.0121872
T 9116  1 .4556779E+07   1922000E+01 -.2849E+06 -.1003E+06   .9999628  .0027144  .0081827
T 9117  1 .4782996E+07   1922000E+01 -.1361E+05  .7798E+06   .9963574  .0279054  .0805806
T 9118  1 .5318136E+07   1922000E+01 -.5789E+05  .8573E+05   .9995825 -.0255864  .0134189
T 9119  1 .5479310E+07   1922000E+01  .1083E+06 -.1864E+06   .9995129 -.0224012 -.0217280
T 9120  1 .5154719E+07   1922000E+01  .1863E+06  .6437E+05   .9988815  .0460284 -.0108201
T 9121  1 .4981619E+07   1922000E+01 -.2645E+06  .2733E+06   .9996555 -.0141392  .0221104
T 9122  1 .5742517E+07   1922000E+01  .2235E+06 -.7970E+05   .9998676  .0114403  .0115679
T 9123  1 .4735507E+07   1922000E+01 -.2478E+06 -.4401E+06   .9975799 -.0127530 -.0683503
T 9124  1 .4593981E+07   1922000E+01  .1466E+06 -.8075E+05   .9998518  .0016622 -.0171355
T 9125  1 .5220864E+07   1922000E+01 -.2172E+06  .1127E+05   .9994868 -.0082962 -.0309420
T 9126  1 .5209007E+07   1922000E+01  .2072E+06 -.1748E+06   .9992341  .0375733 -.0109298
T 9127  1 .4923772E+07   1922000E+01  .5364E+06  .5169E+06   .9982113  .0224096  .0554258
T 9128  1 .4439991E+07   1922000E+01  .2197E+06  .7901E+05   .9996291  .0258175 -.0086637
T 9129  1 .5293271E+07   1922000E+01 -.3179E+06 -.1636E+06   .9977201 -.0063287 -.0671910
T 9130  1 .4921344E+07   1922000E+01  .3389E+06  .2025E+06   .9983577  .0252341  .0514305
T 9131  1 .5195796E+07   1922000E+01 -.8465E+05 -.1173E+06   .9996787 -.0248638 -.0049223
T 9132  1 .5274989E+07   1922000E+01 -.3781E+06 -.1426E+06   .9963810 -.0288731 -.0799447
T 9133  1 .5227210E+07   1922000E+01  .5833E+05 -.6125E+05   .9998030 -.0109578  .0165467
T 9134  1 .5037896E+07   1922000E+01 -.2808E+06 -.2210E+05   .9986476 -.0460408  .0241509
T 9135  1 .5373157E+07   1922000E+01 -.1226E+06  .2740E+06   .9990617 -.0119210  .0416355
T 9136  1 .4493666E+07   1922000E+01 -.3421E+06  .3685E+06   .9997386 -.0141561  .0179532
T 9137  1 .4565380E+07   1922000E+01  .4760E+06  .8351E+05   .9956307  .0620806  .0697526
T 9138  1 .5544664E+07   1922000E+01  .1366E+06 -.7378E+05   .9982605  .0514534  .0287829
T 9139  1 .5316175E+07   1922000E+01  .3370E+06 -.5152E+06   .9982437  .0381537 -.0453187
T 9140  1 .5033325E+07   1922000E+01 -.1797E+06 -.7965E+06   .9935288 -.0516130 -.1011763
T 9141  1 .4930270E+07   1922000E+01 -.6456E+05  .1973E+06   .9978644 -.0436808  .0485654
T 9142  1 .4827863E+07   1922000E+01 -.2420E+06 -.2809E+05   .9964923 -.0830189 -.0105314
T 9143  1 .4766270E+07   1922000E+01  .2309E+06 -.4539E+05   .9993665  .0126988 -.0332454
T 9144  1 .5170666E+07   1922000E+01  .3185E+06  .3722E+06   .9984405 -.0101318  .0548987
T 9145  1 .4628191E+07   1922000E+01 -.4137E+06  .3590E+05   .9983966 -.0424481  .0374477
T 9146  1 .4836047E+07   1922000E+01 -.1142E+06 -.3353E+06   .9991489 -.0308191 -.0274170
T 9147  1 .4930650E+07   1922000E+01  .6990E+03 -.3494E+05   .9990355  .0138122 -.0416816
T 9148  1 .4421034E+07   1922000E+01  .4332E+06  .1787E+06   .9964695  .0836176  .0075307
T 9149  1 .4911311E+07   1922000E+01 -.5430E+06  .5707E+05   .9989645 -.0303284  .0339138
T 9150  1 .5079613E+07   1922000E+01 -.3208E+06  .3724E+06   .9984760  .0076475  .0546560
T 9151  1 .5371824E+07   1922000E+01 -.4496E+06 -.1675E+06   .9997530 -.0148906 -.0164992
T 9152  1 .5736889E+07   1922000E+01 -.2496E+06 -.6108E+05   .9991980  .0350614 -.0193390
T 9153  1 .4978903E+07   1922000E+01  .2689E+06  .3385E+06   .9978952  .0624063  .0176235
T 9154  1 .4634941E+07   1922000E+01 -.2565E+06 -.4216E+05   .9989434 -.0222402 -.0402181
T 9155  1 .5027058E+07   1922000E+01 -.5789E+05  .4436E+06   .9998157  .0059511  .0182541
T 9156  1 .4182808E+07   1922000E+01  .3819E+05 -.1279E+06   .9998851 -.0151161  .0011777
T 9157  1 .4891692E+07   1922000E+01 -.9756E+05  .7663E+05   .9988229  .0450944  .0178672
T 9158  1 .4702647E+07   1922000E+01 -.2141E+06 -.1136E+05   .9991138  .0404623  .0115955
T 9159  1 .4991110E+07   1922000E+01 -.2633E+06  .4861E+06   .9975483 -.0368910  .0594682
T 9160  1 .5289010E+07   1922000E+01 -.3603E+06  .1589E+06   .9995930 -.0265473  .0104427
T 9161  1 .5645785E+07   1922000E+01  .4142E+06 -.2558E+06   .9988100  .0487337  .0019023
T 9162  1 .4944536E+07   1922000E+01  .2239E+06 -.7600E+06   .9989845  .0226535 -.0389449
T 9163  1 .5293588E+07   1922000E+01  .1067E+06  .1077E+06   .9999326 -.0113216  .0025843
T 9164  1 .4659776E+07   1922000E+01  .2025E+04  .1657E+06   .9976478 -.0011829  .0685381
T 9165  1 .5215097E+07   1922000E+01  .1638E+06  .3333E+05   .9992069 -.0398176  .0002241
T 9166  1 .4803993E+07   1922000E+01  .8548E+05  .3678E+06   .9998254 -.0175739  .0063575
T 9167  1 .4867031E+07   1922000E+01  .1532E+06  .2965E+06   .9984089  .0258608  .0501098
T 9168  1 .5709216E+07   1922000E+01  .7519E+05  .3682E+06   .9991125 -.0350585  .0233486
T 9169  1 .5461735E+07   1922000E+01 -.1310E+06  .2595E+05   .9992732  .0294367  .0242172
T 9170  1 .4754340E+07   1922000E+01 -.3401E+06  .5481E+05   .9984118 -.0171063  .0536781
T 9171  1 .3938392E+07   1922000E+01  .1940E+06  .3942E+06   .9965381  .0794689 -.0244233
T 9172  1 .4905307E+07   1922000E+01 -.2323E+06 -.1445E+06   .9997890 -.0023950 -.0204027
T 9173  1 .5085571E+07   1922000E+01  .1599E+06  .1949E+06   .9999049  .0134027  .0032620
T 9174  1 .5504638E+07   1922000E+01  .3818E+06 -.8570E+05   .9997271  .0167811 -.0162543
T 9175  1 .4773690E+07   1922000E+01  .1173E+07 -.4170E+06   .9916850  .1245820 -.0322511
T 9176  1 .4241623E+07   1922000E+01  .1892E+05 -.2918E+06   .9999008  .0128841  .0056926
T 9177  1 .5599240E+07   1922000E+01 -.7742E+05  .1435E+06   .9992019  .0166592  .0363053
T 9178  1 .5252456E+07   1922000E+01  .6843E+05  .1917E+06   .9997867  .0092141  .0184861
T 9179  1 .4977842E+07   1922000E+01 -.2748E+06  .2635E+06   .9996530 -.0092190  .0246740
T 9180  1 .4756852E+07   1922000E+01  .1138E+06 -.1286E+06   .9994698  .0319582 -.0062349
T 9181  1 .5293119E+07   1922000E+01 -.4008E+06 -.1034E+06   .9997164 -.0217780 -.0096345
T 9182  1 .5828722E+07   1922000E+01  .1099E+05  .1127E+06   .9995795  .0005660  .0289921
T 9183  1 .4397787E+07   1922000E+01  .4879E+06 -.6425E+03   .9984753  .0536122  .0131482
T 9184  1 .5409883E+07   1922000E+01  .9355E+05 -.5197E+04   .9997557 -.0174333 -.0135864
T 9185  1 .5608468E+07   1922000E+01  .9908E+05  .3081E+06   .9996322 -.0166864  .0213774
T 9186  1 .5141284E+07   1922000E+01 -.8482E+05 -.4073E+05   .9994760 -.0192256 -.0260404
T 9187  1 .4660938E+07   1922000E+01 -.2999E+06 -.1220E+06   .9975398 -.0585452 -.0385599
T 9188  1 .4725887E+07   1922000E+01 -.3251E+06  .3379E+06   .9981731 -.0517828  .0311296
T 9189  1 .4583667E+07   1922000E+01 -.3115E+06  .6976E+06   .9961952 -.0110054  .0864520
T 9190  1 .5306869E+07   1922000E+01  .1172E+06 -.2297E+06   .9970231 -.0095044 -.0765156
T 9191  1 .4820782E+07   1922000E+01 -.8004E+06  .6881E+04   .9969168 -.0784461  .0017526
T 9192  1 .5143118E+07   1922000E+01 -.3718E+06  .7014E+05   .9987064 -.0401762 -.0311673
T 9193  1 .4485735E+07   1922000E+01  .4058E+05  .8201E+04   .9994298 -.0208860 -.0265288
T 9194  1 .5658541E+07   1922000E+01  .9724E+05  .4999E+05   .9979305  .0633063  .0112674
T 9195  1 .4687575E+07   1922000E+01  .6254E+06  .2124E+06   .9989035  .0405921  .0233234
T 9196  1 .5788092E+07   1922000E+01  .3995E+06  .1303E+06   .9983092  .0574822  .0086288
T 9197  1 .5104198E+07   1922000E+01 -.3249E+06  .3071E+06   .9996651 -.0252041  .0058644
T 9198  1 .5083189E+07   1922000E+01  .1639E+06 -.4109E+06   .9985253 -.0017717 -.0542596
T 9199  1 .5840423E+07   1922000E+01  .2318E+06  .1672E+05   .9993276  .0284301  .0231515
T 9200  1 .5320733E+07   1922000E+01 -.5514E+06 -.2048E+05   .9977720 -.0597272  .0297276
T 9201  1 .5468088E+07   1922000E+01 -.5044E+06 -.6659E+05   .9991526 -.0407150 -.0060332
T 9202  1 .5375990E+07   1922000E+01 -.3203E+06 -.2637E+05   .9997765 -.0134318  .0163282
T 9203  1 .4319045E+07   1922000E+01 -.4009E+06  .4431E+06   .9991092 -.0418356  .0055246
T 9204  1 .5351746E+07   1922000E+01  .1084E+06  .4124E+06   .9997753 -.0024555  .0210558
T 9205  1 .5629418E+07   1922000E+01  .1756E+06 -.1783E+06   .9985996  .0495327  .0185841
T 9206  1 .4532621E+07   1922000E+01 -.2761E+07 -.1290E+07   .9683965 -.2267462 -.1038962
T 9207  1 .4976151E+07   1922000E+01 -.2290E+06  .4995E+06   .9987155 -.0245270  .0443364
T 9208  1 .5263405E+07   1922000E+01 -.6802E+06  .1708E+06   .9948901 -.0794384  .0623156
T 9209  1 .4710944E+07   1922000E+01  .2155E+06  .1169E+05   .9993077  .0349225  .0128308
T 9210  1 .5445222E+07   1922000E+01 -.8626E+05 -.2339E+06   .9997510 -.0211816 -.0070207
T 9211  1 .5212744E+07   1922000E+01 -.7494E+05 -.4668E+06   .9989438 -.0234378 -.0395218
T 9212  1 .4360481E+07   1922000E+01 -.6230E+06 -.1024E+06   .9972636 -.0734828 -.0081037
T 9213  1 .4236633E+07   1922000E+01 -.2804E+06 -.3201E+06   .9995657 -.0294052 -.0019568
T 9214  1 .5179719E+07   1922000E+01  .4298E+06 -.3049E+06   .9981352  .0474960 -.0383443
T 9215  1 .5386534E+07   1922000E+01 -.3830E+06 -.1591E+06   .9989353 -.0461130 -.0013673
T 9216  1 .5036192E+07   1922000E+01  .6920E+06 -.3889E+06   .9956277  .0817208 -.0452464
