T	1	1	.5038576E+07	7694201E+00	.2745E+06	.3816E+06	.9915504	.1060156	.0747566
T	2	1	.4687191E+07	7694202E+00	.7814E+06	.4734E+06	.8901981	.2868815	.3539016
T	3	1	.5315322E+07	7694201E+00	.7145E+05	.4413E+05	.9932756	.0900059	.0728185
T	4	1	.4844355E+07	7694202E+00	.2605E+06	-.1313E+06	.9996214	.0178655	-.0209234
T	5	1	.5136619E+07	7694202E+00	-.1037E+06	-.3608E+06	.9943069	.0158356	-.1053706
T	6	1	.4750261E+07	7694201E+00	-.4558E+06	.2435E+06	.9963941	-.0660226	.0532894
T	7	1	.5146777E+07	7694201E+00	.3029E+06	.1604E+05	.9913867	-.0162276	.1299583
T	8	1	.5084991E+07	7694202E+00	-.3785E+06	.4364E+06	.9928594	-.0993444	.0660364
T	9	1	.4917852E+07	7694201E+00	-.7148E+06	-.1100E+06	.9002139	-.3829215	-.2073307
T	10	1	.5711912E+07	7694200E+00	-.7832E+05	-.6551E+05	.9905896	-.0186035	-.1355952
T	11	1	.5410555E+07	7694201E+00	-.3350E+06	.7373E+05	.9954555	.0430078	.0849624
T	12	1	.4403442E+07	7694202E+00	-.8863E+06	-.1043E+07	.9586795	-.0579272	-.2785285
T	13	1	.5380252E+07	7694202E+00	-.9348E+05	-.7632E+06	.9895305	.0602021	-.1311681
T	14	1	.5389218E+07	7694202E+00	-.1212E+06	-.1217E+06	.9992872	-.0036595	.0375714
T	15	1	.5660773E+07	7694202E+00	-.7045E+05	.6609E+06	.9870718	-.1154778	.1111491
T	16	1	.4764133E+07	7694202E+00	.1410E+06	-.3895E+06	.9871009	.1599773	-.0062536
T	17	1	.4765101E+07	7694200E+00	-.1208E+06	.5358E+05	.9963010	.0781344	.0357674
T	18	1	.5718312E+07	7694201E+00	.2127E+06	-.3347E+05	.9987325	.0352994	.0358783
T	19	1	.5252291E+07	7694201E+00	.2872E+05	.8198E+06	.9835918	.0306958	.1777780
T	20	1	.5436242E+07	7694201E+00	-.4221E+06	.1886E+04	.9856533	-.1654792	-.0332299
T	21	1	.5518918E+07	7694202E+00	.2703E+06	-.7802E+04	.9982956	.0488968	-.0318577
T	22	1	.5073298E+07	7694201E+00	.2152E+06	-.2526E+06	.9824859	.0354188	-.1829398
T	23	1	.5855822E+07	7694202E+00	.8279E+05	-.1924E+06	.9928718	-.1104515	-.0447895
T	24	1	.5528134E+07	7694202E+00	-.1694E+06	-.5382E+06	.9911314	.0134268	-.1322052
T	25	1	.6134784E+07	7694202E+00	-.1250E+06	-.5382E+06	.9818612	-.0638643	-.1785214
T	26	1	.5599270E+07	7694201E+00	-.4121E+06	-.2282E+05	.9941815	-.0901545	-.0589521
T	27	1	.5104705E+07	7694201E+00	-.6405E+06	-.2605E+06	.9919484	-.1265500	.0048449
T	28	1	.5463140E+07	7694201E+00	-.1701E+05	-.4120E+05	.9979312	.0588585	-.0258660
T	29	1	.4643259E+07	7694202E+00	.4899E+06	-.2061E+06	.9943641	.0747108	-.0752219
T	30	1	.5464994E+07	7694201E+00	-.5810E+05	.3427E+06	.9981450	-.0272864	.0544242
T	31	1	.5203386E+07	7694202E+00	-.2519E+06	.4315E+06	.9992854	-.0214872	.0310962
T	32	1	.6031556E+07	7694202E+00	-.1203E+06	.2939E+06	.9898658	-.0112670	.1415583
T	33	1	.4979971E+07	7694201E+00	-.6619E+05	.8571E+06	.9849168	-.0209827	.1717514
T	34	1	.4512850E+07	7694201E+00	-.7339E+06	.4910E+06	.9848176	-.0886390	.1492564
T	35	1	.5249692E+07	7694202E+00	.1290E+06	.2588E+06	.9887431	.1431536	-.0435223
T	36	1	.5162903E+07	7694202E+00	.2352E+06	.1032E+06	.9976900	.0675653	-.0070432
T	37	1	.5200640E+07	7694202E+00	.4138E+06	.2097E+06	.9664415	.2559120	-.0223564
T	38	1	.4848752E+07	7694202E+00	-.2036E+06	.3381E+06	.9954801	.0585063	.0748087
T	39	1	.4471909E+07	7694202E+00	.8338E+06	.2141E+05	.9599918	.2796563	.0144229
T	40	1	.5156211E+07	7694202E+00	.1807E+06	.9504E+05	.9959035	.0792923	-.0434609
T	41	1	.5522511E+07	7694202E+00	.2774E+05	.8803E+05	.9924718	.1188776	.0294588
T	42	1	.5023395E+07	7694202E+00	.1890E+06	-.6056E+05	.9896112	.1241423	-.0725147
T	43	1	.5307041E+07	7694201E+00	-.4524E+06	-.2619E+06	.9957380	-.0855073	.0345584
T	44	1	.5140816E+07	7694202E+00	.5458E+05	-.1746E+06	.9942605	.0292268	-.1029170
T	45	1	.4885505E+07	7694202E+00	.3312E+06	.2060E+06	.9976809	.0209587	.0647580
T	46	1	.4972044E+07	7694202E+00	-.3656E+05	.5639E+05	.9988614	-.0274985	.0389850
T	47	1	.5783269E+07	7694202E+00	-.2293E+06	.1306E+06	.9927794	-.0843782	-.0852611
T	48	1	.4789675E+07	7694201E+00	.4485E+06	-.1081E+06	.9824738	.1798415	-.0490129
T	49	1	.5770505E+07	7694202E+00	-.1778E+06	-.3341E+05	.9932783	-.1127693	.0261003
T	50	1	.5484437E+07	7694201E+00	.2048E+06	-.1617E+06	.9920669	-.0542458	-.1134046
T	51	1	.5456480E+07	7694202E+00	.4690E+06	-.3774E+05	.9796945	.1846816	-.0780475
T	52	1	.5351373E+07	7694202E+00	-.1042E+06	.1106E+06	.9947075	-.0457738	.0919876
T	53	1	.5218069E+07	7694201E+00	.1044E+05	-.1895E+06	.9936902	-.0742555	.0840589
T	54	1	.4609620E+07	7694202E+00	-.9683E+05	-.6564E+06	.9791980	-.0198221	-.2019365
T	55	1	.3856546E+07	7694202E+00	.4233E+06	-.1117E+06	.9968754	.0743740	.0266081
T	56	1	.4854664E+07	7694202E+00	.3216E+05	.3068E+06	.9968832	-.0392668	.0684256
T	57	1	.5573885E+07	7694201E+00	.1605E+06	-.2078E+06	.9986671	.0502616	.0117371
T	58	1	.4934618E+07	7694201E+00	.1328E+06	.4591E+06	.9992714	.0170385	.0341528
T	59	1	.5470647E+07	7694202E+00	.8615E+05	.1977E+06	.9962856	.0237238	.0827784
T	60	1	.5536446E+07	7694201E+00	-.1975E+06	-.1567E+06	.9853899	-.1586119	-.0620412
T	61	1	.4711978E+07	7694202E+00	-.4070E+05	-.1054E+06	.9938520	.0539822	-.0966651
T	62	1	.5791725E+07	7694200E+00	.1002E+06	-.1206E+05	.9850816	-.0188047	-.1710572
T	63	1	.5895185E+07	7694202E+00	-.8868E+05	-.2023E+06	.9943002	-.0918173	-.0541913
T	64	1	.5096801E+07	7694202E+00	-.2450E+06	.2118E+06	.9962857	.0579225	.0637160
T	65	1	.5525937E+07	7694201E+00	.1227E+04	-.9482E+04	.9991136	.0286684	.0308242
T	66	1	.5335987E+07	7694201E+00	.2158E+06	-.1410E+06	.9906212	.0266353	-.1340157
T	67	1	.5790068E+07	7694201E+00	-.3153E+06	.1401E+05	.9952931	-.0901456	.0355729
T	68	1	.6068128E+07	7694201E+00	-.3963E+06	-.1740E+06	.9916015	-.1225450	.0413414
T	69	1	.5482649E+07	7694201E+00	.2036E+06	-.4788E+06	.9993546	-.0105100	-.0343494
T	70	1	.5432132E+07	7694202E+00	.6333E+05	.2948E+06	.9826100	.0656505	.1736881
T	71	1	.5771190E+07	7694201E+00	.4208E+06	-.3323E+06	.9997056	.0128149	.0206045
T	72	1	.5396189E+07	7694202E+00	-.1941E+06	-.1367E+06	.9980673	.0234516	.0575469
T	73	1	.5161142E+07	7694201E+00	.2266E+06	.2514E+06	.9976415	.0472459	.0497927
T	74	1	.4462777E+07	7694201E+00	-.4059E+06	-.2958E+06	.9806465	-.1748673	-.0880564
T	75	1	.4805075E+07	7694202E+00	-.2368E+06	-.1597E+06	.9988379	.0074423	-.0476188
T	76	1	.4369443E+07	7694202E+00	-.3101E+06	.9808E+05	.9984161	-.0536078	.0170711
T	77	1	.5765214E+07	7694202E+00	.2234E+06	.1733E+05	.9939661	.1063867	-.0267061
T	78	1	.3938351E+07	7694201E+00	.2332E+06	-.7450E+06	.9751560	.0485277	-.2161385
T	79	1	.5273758E+07	7694202E+00	-.8914E+05	-.3986E+06	.9967702	-.0654586	-.0465228
T	80	1	.5376268E+07	7694201E+00	-.3036E+06	-.3278E+06	.9939166	-.0812739	-.0743260
T	81	1	.5531502E+07	7694202E+00	-.5273E+05	.5369E+05	.9999704	-.0052153	.0056484
T	82	1	.4379291E+07	7694202E+00	.1326E+06	.3054E+06	.9972410	-.0314549	.0672375
T	83	1	.5070327E+07	7694202E+00	.1547E+06	-.1762E+06	.9850688	.1152262	-.1279157
T	84	1	.4765641E+07	7694202E+00	-.3886E+06	-.3221E+06	.9805184	-.1505000	-.1262278
T	85	1	.5822125E+07	7694202E+00	-.2636E+06	.1026E+06	.9899019	-.1210780	.0737182
T	86	1	.4843890E+07	7694202E+00	.7234E+05	.1627E+06	.9929400	.0919738	.0749071
T	87	1	.5731693E+07	7694201E+00	.2464E+04	-.1999E+05	.9976042	.0357961	-.0591987
T	88	1	.6003211E+07	7694202E+00	.1897E+06	-.2563E+06	.9994827	.0236408	.0218058
T	89	1	.5504948E+07	7694202E+00	-.1224E+06	-.1004E+06	.9987344	-.0499160	.0061576
T	90	1	.5341244E+07	7694201E+00	.4486E+06	-.3185E+05	.9914609	.0196098	.1289213
T	91	1	.4778927E+07	7694200E+00	-.2151E+06	.4122E+05	.9981853	.0096740	-.0594355
T	92	1	.4636722E+07	7694201E+00	-.1861E+06	-.3556E+06	.9964390	.0620539	-.0570850
T	93	1	.5016692E+07	7694200E+00	-.4006E+04	.1495E+06	.9935208	.1133778	-.0078663
T	94	1	.4983521E+07	7694201E+00	-.2595E+06	-.5438E+04	.9989646	-.0359465	-.0278856
T	95	1	.5647520E+07	7694202E+00	-.3518E+05	-.8373E+05	.9962347	-.0491661	-.0714077
T	96	1	.5907912E+07	7694202E+00	.4147E+06	-.1409E+06	.9922359	.1232829	-.0164118
T	97	1	.5726517E+07	7694201E+00	.1414E+06	.2149E+06	.9934766	.0773001	.0838385
T	98	1	.5458117E+07	7694202E+00	-.4801E+05	.1387E+06	.9994975	.0259011	.0182751
T	99	1	.5107702E+07	7694201E+00	.1668E+06	.1470E+06	.9909787	.1235070	.0520312
T	100	1	.4697573E+07	7694202E+00	.2000E+06	.9238E+05	.9961585	.0718668	-.0500342
T	101	1	.5645565E+07	7694201E+00	.2371E+06	.7033E+06	.9771188	.0183101	.2119048
T	102	1	.5860541E+07	7694201E+00	-.2970E+05	.2944E+06	.9990147	.0284849	.0340336
T	103	1	.5141473E+07	7694201E+00	.1279E+05	-.9573E+06	.9538727	.0397101	-.2975734
T	104	1	.5265283E+07	7694202E+00	.5080E+05	.7708E+05	.9964920	.0820125	.0166602
T	105	1	.4878807E+07	7694201E+00	.6491E+06	.3187E+06	.9802922	.1414847	.1378738
T	106	1	.4518122E+07	7694201E+00	.1060E+07	-.5609E+06	.9643177	.2071687	-.1648407
T	107	1	.5292069E+07	7694202E+00	.6863E+06	.1102E+06	.9731848	.2296260	.0135342
T	108	1	.5320179E+07	7694201E+00	-.4788E+05	-.1412E+06	.9962287	-.0832966	-.0242893
T	109	1	.4716336E+07	7694201E+00	-.5844E+06	.2000E+06	.9694997	-.2030461	.1372683
T	110	1	.5706150E+07	7694201E+00	.2428E+05	-.4493E+06	.9938235	.0276885	-.1074624
T	111	1	.5811942E+07	7694201E+00	.1088E+06	-.1883E+06	.9984493	.0426335	-.0357964
T	112	1	.5148960E+07	7694201E+00	-.4207E+05	-.3620E+06	.9991543	.0207530	-.0354976
